Authors,Title,Year,Link,Affiliations,Authors with affiliations
"Figueiredo A.C.M.G., Gomes-Filho I.S., Batista J.E.T., Orrico G.S., Porto E.C.L., Pimenta R.M.C., Dos Santos Conceição S., Brito S.M., De Santana Xavier Ramos M., Sena M.C.F., Vilasboas S.W.S.L., Da Cruz S.S., Pereira M.G.","Prospective cohort study",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063194891&doi=10.1371%2fjournal.pone.0212817&partnerID=40&md5=7b2359adc5363c787e3b6ac05accdcd7","Faculty of Health Sciences, University of Brasilia, Brasília, Distrito Federal, Brazil; Department of Health, Feira de Santana State University, Feira de Santana, Bahia, Brazil; Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil","Figueiredo, A.C.M.G., Faculty of Health Sciences, University of Brasilia, Brasília, Distrito Federal, Brazil; Gomes-Filho, I.S., Department of Health, Feira de Santana State University, Feira de Santana, Bahia, Brazil; Batista, J.E.T., Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil; Orrico, G.S., Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil; Porto, E.C.L., Department of Health, Feira de Santana State University, Feira de Santana, Bahia, Brazil; Pimenta, R.M.C., Department of Health, Feira de Santana State University, Feira de Santana, Bahia, Brazil; Dos Santos Conceição, S., Department of Health, Feira de Santana State University, Feira de Santana, Bahia, Brazil; Brito, S.M., Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil; De Santana Xavier Ramos, M., Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil; Sena, M.C.F., Faculty of Health Sciences, University of Brasilia, Brasília, Distrito Federal, Brazil; Vilasboas, S.W.S.L., Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil; Da Cruz, S.S., Department of Epidemiology, Federal University of Recôncavo da Bahia, Santo Antônio de Jesus, Bahia, Brazil; Pereira, M.G., Faculty of Health Sciences, University of Brasilia, Brasília, Distrito Federal, Brazil"
"Chaves D.A., Ribeiro-Silva S., Proença C.E.B., Oliveira W.L., Bringel J.B.A., Jr., Medeiros M.B.","Geographic space, relief, and soils predict plant community patterns of Asteraceae in rupestrian grasslands, Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062548776&doi=10.1111%2fbtp.12636&partnerID=40&md5=972d897ff0906fe0c31d47ea286cc354","Departamento de Botânica, Instituto de Ciências Biológicas – Universidade de Brasília, Brasília, Distrito Federal, Brazil; Centro Nacional de Avaliação da Biodiversidade e de Pesquisa e Conservação do Cerrado – CBC, Brasília, Distrito Federal, Brazil; Programa de Pós-Graduação em Botânica, Instituto de Ciências Biológicas – Universidade de Brasília, Brasília, Distrito Federal, Brazil; Embrapa Recursos Genéticos e Biotecnologia – Embrapa, Parque Estação Biológica, PqEB, Brasília, Distrito Federal, Brazil","Chaves, D.A., Departamento de Botânica, Instituto de Ciências Biológicas – Universidade de Brasília, Brasília, Distrito Federal, Brazil; Ribeiro-Silva, S., Centro Nacional de Avaliação da Biodiversidade e de Pesquisa e Conservação do Cerrado – CBC, Brasília, Distrito Federal, Brazil; Proença, C.E.B., Departamento de Botânica, Instituto de Ciências Biológicas – Universidade de Brasília, Brasília, Distrito Federal, Brazil; Oliveira, W.L., Programa de Pós-Graduação em Botânica, Instituto de Ciências Biológicas – Universidade de Brasília, Brasília, Distrito Federal, Brazil; Bringel, J.B.A., Jr., Embrapa Recursos Genéticos e Biotecnologia – Embrapa, Parque Estação Biológica, PqEB, Brasília, Distrito Federal, Brazil; Medeiros, M.B., Embrapa Recursos Genéticos e Biotecnologia – Embrapa, Parque Estação Biológica, PqEB, Brasília, Distrito Federal, Brazil"
"Fortaleza E.L.F., Limaverde Filho J.O.A., Gontijo G.S.V., Albuquerque É.L., Simões R.D.P., Soares M.M., Miranda M.E.R., Abade G.C.","Analytical, numerical and experimental study of gas coning on horizontal wells",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062468349&doi=10.1007%2fs40430-019-1643-9&partnerID=40&md5=ed0417b499ad68d9369006322824a6e1","Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Petróleo Brasileiro S. A., Macaé, RJ, Brazil; Institute of Geophysics, University of Warsaw, ul. Pasteura 5, Ochota, Warsaw, Poland","Fortaleza, E.L.F., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Limaverde Filho, J.O.A., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Gontijo, G.S.V., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Albuquerque, É.L., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Simões, R.D.P., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Soares, M.M., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil, Petróleo Brasileiro S. A., Macaé, RJ, Brazil; Miranda, M.E.R., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil; Abade, G.C., Department of Mechanical Engineering, University of Brasilia, Brasília, DF  70910-900, Brazil, Petróleo Brasileiro S. A., Macaé, RJ, Brazil, Institute of Geophysics, University of Warsaw, ul. Pasteura 5, Ochota, Warsaw, Poland"
"Costa G.G.P.D., Silva C.A.G., Gomes J.V.D., Torres A.G., Santos I.R.I., de Almeida F.T.C., Fagg C.W., Simeoni L.A., Silveira D., Gomes-Copeland K.K.P.","Influence of in vitro micropropagation on lycorine biosynthesis and anticholinesterase activity in Hippeastrum goianum",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062373142&doi=10.1016%2fj.bjp.2019.02.001&partnerID=40&md5=0d84bd85030e187a560f2d74c42643a9","Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Faculdade de Ceilândia, Universidade de Brasília, Ceilândia, Distrito Federal, Brazil; Faculdad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil","Costa, G.G.P.D., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Silva, C.A.G., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Gomes, J.V.D., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Torres, A.G., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Santos, I.R.I., Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; de Almeida, F.T.C., Faculdad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Fagg, C.W., Faculdade de Ceilândia, Universidade de Brasília, Ceilândia, Distrito Federal, Brazil; Simeoni, L.A., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Silveira, D., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil; Gomes-Copeland, K.K.P., Faculdade de Ciências da Saúde, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Brasília, Distrito Federal, Brazil"
"Casadevall A., Fu M.S., Guimaraes A., Albuquerque P.","The ‘amoeboid predator-fungal animal virulence’ hypothesis",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061630420&doi=10.3390%2fjof5010010&partnerID=40&md5=6cc28d3c16622b4b56a78735909010fa","Department of Molecular Microbiology and Immunology, Johns Hopkins School of Public Health, Baltimore, MD  21205, United States; Department of Microbiology and Parasitology, Biomedical Institute, Fluminense Federal University, Niterói, Rio de Janeiro  24020-141, Brazil; Faculty of Ceilandia, University of Brasilia, Brasilia DF, 70904-970, Brazil","Casadevall, A., Department of Molecular Microbiology and Immunology, Johns Hopkins School of Public Health, Baltimore, MD  21205, United States; Fu, M.S., Department of Molecular Microbiology and Immunology, Johns Hopkins School of Public Health, Baltimore, MD  21205, United States; Guimaraes, A., Department of Microbiology and Parasitology, Biomedical Institute, Fluminense Federal University, Niterói, Rio de Janeiro  24020-141, Brazil; Albuquerque, P., Faculty of Ceilandia, University of Brasilia, Brasilia DF, 70904-970, Brazil"
"Sodré R.C., de Souza A.O., Alonso A.A., da Silva M.J.","Molecular, morphological, and anatomical data support a new species of Croton sect. Geiseleria (Crotonoideae, Euphorbiaceae)",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061004132&doi=10.1007%2fs00606-019-1566-z&partnerID=40&md5=eb7dd4ab7bdda4ec28df11f82c2e6281","Programa de Pós-graduação em Ciências Biológicas - Botânica, Departamento de Botânica, Instituto de Biociências, Universidade Estadual Paulista “Júlio de Mesquita Filho”, CP 510, Botucatu, SP  18618-970, Brazil; Programa de Pós-graduação em Botânica, Departamento de Botânica, Campus Darcy Ribeiro, Universidade de Brasília, Brasília, DF  70910-900, Brazil; Laboratório de Anatomia Vegetal, Departamento de Botânica, Instituto de Ciências Biológicas, Universidade Federal de Goiás, CP 131, Goiânia, GO  74001-970, Brazil; Laboratório de Morfologia e Taxonomia Vegetal, Departamento de Botânica, Instituto de Ciências Biológicas, Universidade Federal de Goiás, CP 131, Goiânia, GO  74001-970, Brazil","Sodré, R.C., Programa de Pós-graduação em Ciências Biológicas - Botânica, Departamento de Botânica, Instituto de Biociências, Universidade Estadual Paulista “Júlio de Mesquita Filho”, CP 510, Botucatu, SP  18618-970, Brazil; de Souza, A.O., Programa de Pós-graduação em Botânica, Departamento de Botânica, Campus Darcy Ribeiro, Universidade de Brasília, Brasília, DF  70910-900, Brazil; Alonso, A.A., Laboratório de Anatomia Vegetal, Departamento de Botânica, Instituto de Ciências Biológicas, Universidade Federal de Goiás, CP 131, Goiânia, GO  74001-970, Brazil; da Silva, M.J., Laboratório de Morfologia e Taxonomia Vegetal, Departamento de Botânica, Instituto de Ciências Biológicas, Universidade Federal de Goiás, CP 131, Goiânia, GO  74001-970, Brazil"
"Martins A.R., Dourado C.S., Talhavini M., Braz A., Batista Braga J.W.","Determination of chronological order of crossed lines of ballpoint pens by hyperspectral image in the visible region and multivariate analysis",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060892926&doi=10.1016%2fj.forsciint.2019.01.021&partnerID=40&md5=cf0f8ad5973439cefa99605aa5a13f48","Institute of Chemistry, University of Brasília, Distrito Federal, Brazil; National Institute of Criminalistics, Brazilian Federal Police, Distrito Federal, Brazil; Department of Fundamental Chemistry, Federal University of Pernambuco, Recife, Brazil","Martins, A.R., Institute of Chemistry, University of Brasília, Distrito Federal, Brazil; Dourado, C.S., Institute of Chemistry, University of Brasília, Distrito Federal, Brazil; Talhavini, M., National Institute of Criminalistics, Brazilian Federal Police, Distrito Federal, Brazil; Braz, A., Department of Fundamental Chemistry, Federal University of Pernambuco, Recife, Brazil; Batista Braga, J.W., Institute of Chemistry, University of Brasília, Distrito Federal, Brazil"
"Rosa S.C., Macedo J.L.S.D., Canedo L.R., Casulari L.A.","Quality of life and predictive factors for complications in patients undergoing abdominoplasty after gastric bypass: A retrospective cohort",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060858990&doi=10.1016%2fj.soard.2018.12.034&partnerID=40&md5=56e1404e0ac5a017709da885e39b9a10","University of Brasília, Brasília, DF, Brazil; Department of Plastic and Reconstructive Surgery, Asa Norte Regional Hospital, Brasília, DF, Brazil; Superior School of Health Sciences/FEPECS, Brasília, DF, Brazil","Rosa, S.C., University of Brasília, Brasília, DF, Brazil, Department of Plastic and Reconstructive Surgery, Asa Norte Regional Hospital, Brasília, DF, Brazil; Macedo, J.L.S.D., Department of Plastic and Reconstructive Surgery, Asa Norte Regional Hospital, Brasília, DF, Brazil; Canedo, L.R., Superior School of Health Sciences/FEPECS, Brasília, DF, Brazil; Casulari, L.A., University of Brasília, Brasília, DF, Brazil"
"Conceição R.V., Carniel L.C., Jalowitzki T., Gervasoni F., Cedeño D.G.","Geochemistry and geodynamic implications on the source of Paraná-Etendeka Large Igneous Province evidenced by the 128 Ma Rosário-6 kimberlite, southern Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060762395&doi=10.1016%2fj.lithos.2019.01.012&partnerID=40&md5=c5a7347f49c100e640b4763036238d1f","Programa de Pós-Graduação em Geociências (PPGGEO), Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Instituto de Geociências, Universidade de Brasília (UnB), Brazil; Faculdade de Ciências e Tecnologia, Universidade Federal de Goiás, Aparecida de Goiânia, Brazil","Conceição, R.V., Programa de Pós-Graduação em Geociências (PPGGEO), Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Carniel, L.C., Programa de Pós-Graduação em Geociências (PPGGEO), Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Jalowitzki, T., Instituto de Geociências, Universidade de Brasília (UnB), Brazil; Gervasoni, F., Faculdade de Ciências e Tecnologia, Universidade Federal de Goiás, Aparecida de Goiânia, Brazil; Cedeño, D.G., Programa de Pós-Graduação em Geociências (PPGGEO), Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil"
"Cosenza G.P., Viana C.T.R., Campos P.P., Kohlhoff M., Fagg C.W., Brandão M.G.L.","Chemical characterization, antihyperlipidaemic and antihyperglycemic effects of Brazilian bitter quina species in mice consuming a high-refined carbohydrate diet",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060252536&doi=10.1016%2fj.jff.2019.01.030&partnerID=40&md5=ea27befc5f69e6793b713ecdc17eb8ed","CEPLAMT, Museu de História Natural e Jardim Botânico, Universidade Federal de Minas Gerais, Av. Gustavo da Silveira 1035, Belo Horizonte, 31080-010, Brazil; Programa de Pós-Graduação em Ciências de Alimentos, Faculdade de Farmácia, Universidade Federal de Minas Gerais, Av. Antônio Carlos 6627, Pampulha, Belo Horizonte, CEP 31.270-901, Brazil; Departmento de Patologia Geral, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Av. Antônio Carlos 6627, Belo Horizonte, CEP 31.270-901, Brazil; Laboratório de Química de Produtos Naturais Bioativos, Centro de Pesquisasd René Rachou, Fundação Oswaldo Cruz, Av. Augusto de Lima, 1715, Belo Horizonte, CEP 30.190-009, Brazil; Departamento de Botânica, Universidade de Brasilia, Campus Darcy Ribeiro, Brasilia, CEP 70.910-900, Brazil","Cosenza, G.P., CEPLAMT, Museu de História Natural e Jardim Botânico, Universidade Federal de Minas Gerais, Av. Gustavo da Silveira 1035, Belo Horizonte, 31080-010, Brazil, Programa de Pós-Graduação em Ciências de Alimentos, Faculdade de Farmácia, Universidade Federal de Minas Gerais, Av. Antônio Carlos 6627, Pampulha, Belo Horizonte, CEP 31.270-901, Brazil; Viana, C.T.R., Departmento de Patologia Geral, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Av. Antônio Carlos 6627, Belo Horizonte, CEP 31.270-901, Brazil; Campos, P.P., Departmento de Patologia Geral, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Av. Antônio Carlos 6627, Belo Horizonte, CEP 31.270-901, Brazil; Kohlhoff, M., Laboratório de Química de Produtos Naturais Bioativos, Centro de Pesquisasd René Rachou, Fundação Oswaldo Cruz, Av. Augusto de Lima, 1715, Belo Horizonte, CEP 30.190-009, Brazil; Fagg, C.W., Departamento de Botânica, Universidade de Brasilia, Campus Darcy Ribeiro, Brasilia, CEP 70.910-900, Brazil; Brandão, M.G.L., CEPLAMT, Museu de História Natural e Jardim Botânico, Universidade Federal de Minas Gerais, Av. Gustavo da Silveira 1035, Belo Horizonte, 31080-010, Brazil, Programa de Pós-Graduação em Ciências de Alimentos, Faculdade de Farmácia, Universidade Federal de Minas Gerais, Av. Antônio Carlos 6627, Pampulha, Belo Horizonte, CEP 31.270-901, Brazil"
"Sousa D.E.R., Wilson T.M., Machado M., Pereira A.A.B.G., Costa G.R.T., Dutra V., Castro M.B.","Pulmonary actinomycosis in a free-living black-tufted marmoset (Callithrix penicillata)",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059907429&doi=10.1007%2fs10329-018-00713-w&partnerID=40&md5=70281306012d39a88198d75bc2f2696d","Veterinary Pathology Laboratory, University of Brasília, Via L4 Norte, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  70910-900, Brazil; Environmental Health Surveillance Directorate of the Federal District (DIVAL), SAAN-Estrada do Contorno do Bosque, lote 04, Brasília, DF  70790-060, Brazil; Laboratory of Veterinary Molecular Biology, Federal University of Mato Grosso, Veterinary Hospital, Av. Fernando Corrêa da Costa 2367, Boa Esperança, Cuiabá, MT  78060-900, Brazil","Sousa, D.E.R., Veterinary Pathology Laboratory, University of Brasília, Via L4 Norte, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  70910-900, Brazil; Wilson, T.M., Veterinary Pathology Laboratory, University of Brasília, Via L4 Norte, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  70910-900, Brazil; Machado, M., Veterinary Pathology Laboratory, University of Brasília, Via L4 Norte, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  70910-900, Brazil; Pereira, A.A.B.G., Veterinary Pathology Laboratory, University of Brasília, Via L4 Norte, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  70910-900, Brazil; Costa, G.R.T., Environmental Health Surveillance Directorate of the Federal District (DIVAL), SAAN-Estrada do Contorno do Bosque, lote 04, Brasília, DF  70790-060, Brazil; Dutra, V., Laboratory of Veterinary Molecular Biology, Federal University of Mato Grosso, Veterinary Hospital, Av. Fernando Corrêa da Costa 2367, Boa Esperança, Cuiabá, MT  78060-900, Brazil; Castro, M.B., Veterinary Pathology Laboratory, University of Brasília, Via L4 Norte, Campus Universitário Darcy Ribeiro, Asa Norte, Brasília, DF  70910-900, Brazil"
"Fazio G., Guimarães E.M., Walde D.W.G., do Carmo D.A., Adorno R.R., Vieira L.C., Denezine M., Silva C.B.D., Godoy H.V.D., Borges P.C., Pinho D.","Mineralogical and chemical composition of Ediacaran-Cambrian pelitic rocks of The Tamengo and Guaicurus formations, (Corumbá Group - MS, Brazil): Stratigraphic positioning and paleoenvironmental interpretations",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059695248&doi=10.1016%2fj.jsames.2018.11.025&partnerID=40&md5=aea7fb326f059a62936f129a1fd7a5ba","Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Geological Survey of Brazil, Serviço Geológico Brasileiro, DIPALE-CPRM, Av. Brasil, 1731, Belo Horizonte, MG  30140-003, Brazil; Departamento de Geologia, Universidade Federal do Mato Grosso, Av. Fernando Correa da Costa, 2.367, Cuiabá, MT  78.060-900, Brazil","Fazio, G., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Guimarães, E.M., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Walde, D.W.G., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; do Carmo, D.A., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Adorno, R.R., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil, Geological Survey of Brazil, Serviço Geológico Brasileiro, DIPALE-CPRM, Av. Brasil, 1731, Belo Horizonte, MG  30140-003, Brazil; Vieira, L.C., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Denezine, M., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Silva, C.B.D., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Godoy, H.V.D., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Borges, P.C., Instituto de Geociências, Universidade de Brasília, Campus Darcy Ribeiro, Ala Central, Brasília, DF  70910-900, Brazil; Pinho, D., Departamento de Geologia, Universidade Federal do Mato Grosso, Av. Fernando Correa da Costa, 2.367, Cuiabá, MT  78.060-900, Brazil"
"Machado K.B., Vieira L.C.G., Nabout J.C.","Predicting the dynamics of taxonomic and functional phytoplankton compositions in different global warming scenarios",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058813745&doi=10.1007%2fs10750-018-3858-7&partnerID=40&md5=594bb1446a6aa322a9940b18e3368c94","Instituto de Ciências Biológicas, Universidade Federal de Goiás, Campus II/UFG, Goiânia, Goiás  CEP 74690-900, Brazil; Universidade de Brasília (UnB), Campus Planaltina, Área Universitária 1, Vila Nossa Senhora de Fátima, Planaltina, Distrito Federal  CEP 73345-010, Brazil; Universidade Estadual de Goiás, Campus Anápolis de Ciências Exatas e Tecnológicas, Anápolis, Goiás  CEP 75132-903, Brazil","Machado, K.B., Instituto de Ciências Biológicas, Universidade Federal de Goiás, Campus II/UFG, Goiânia, Goiás  CEP 74690-900, Brazil; Vieira, L.C.G., Universidade de Brasília (UnB), Campus Planaltina, Área Universitária 1, Vila Nossa Senhora de Fátima, Planaltina, Distrito Federal  CEP 73345-010, Brazil; Nabout, J.C., Universidade Estadual de Goiás, Campus Anápolis de Ciências Exatas e Tecnológicas, Anápolis, Goiás  CEP 75132-903, Brazil"
"Kraus C.N., Bonnet M.-P., Miranda C.A., de Souza Nogueira I., Garnier J., Vieira L.C.G.","Interannual hydrological variations and ecological phytoplankton patterns in Amazonian floodplain lakes",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058652971&doi=10.1007%2fs10750-018-3859-6&partnerID=40&md5=4d9a31248225134ab58df3c684b37e60","Environmental Science Post Graduate Program- Universidade de Brasília (UnB), Área Universitária 1, Vila Nossa Senhora de Fátima, Brasília, DF  CEP: 73345-010, Brazil; UMR 228 Espace-DEV, Institut de Recherche pour le Développement (IRD), Marseille, France; Joint International Laboratory LMI OCE “Observatory of Environmental Change’, UnB/IRD, Brasília, DF, Brazil; Environmental Science and Vegetal Biodiversity Post Graduate Programs- Universidade Federal de Goiás (UFG), Goiânia, GO, Brazil","Kraus, C.N., Environmental Science Post Graduate Program- Universidade de Brasília (UnB), Área Universitária 1, Vila Nossa Senhora de Fátima, Brasília, DF  CEP: 73345-010, Brazil, Joint International Laboratory LMI OCE “Observatory of Environmental Change’, UnB/IRD, Brasília, DF, Brazil; Bonnet, M.-P., UMR 228 Espace-DEV, Institut de Recherche pour le Développement (IRD), Marseille, France, Joint International Laboratory LMI OCE “Observatory of Environmental Change’, UnB/IRD, Brasília, DF, Brazil; Miranda, C.A., Joint International Laboratory LMI OCE “Observatory of Environmental Change’, UnB/IRD, Brasília, DF, Brazil; de Souza Nogueira, I., Environmental Science and Vegetal Biodiversity Post Graduate Programs- Universidade Federal de Goiás (UFG), Goiânia, GO, Brazil; Garnier, J., Joint International Laboratory LMI OCE “Observatory of Environmental Change’, UnB/IRD, Brasília, DF, Brazil; Vieira, L.C.G., Environmental Science Post Graduate Program- Universidade de Brasília (UnB), Área Universitária 1, Vila Nossa Senhora de Fátima, Brasília, DF  CEP: 73345-010, Brazil"
"da Silva Moura A., Demori R., Leão R.M., Crescente Frankenberg C.L., Campomanes Santana R.M.","The influence of the coconut fiber treated as reinforcement in PHB (polyhydroxybutyrate) composites",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058551960&doi=10.1016%2fj.mtcomm.2018.12.006&partnerID=40&md5=dac4906c935efbe4955d3da9e9320837","PPGE3M-LAPOL, Federal University of Rio Grande do Sul, UFRGSRS, Brazil; Chemistry Institute, Federal University of Rio Grande do Sul, UFRGSRS, Brazil; Faculty of Technology, University of Brasília, Federal District, Brasília, Brazil; Pontifical Catholic University of Rio Grande do Sul, PUCRSRS, Brazil","da Silva Moura, A., PPGE3M-LAPOL, Federal University of Rio Grande do Sul, UFRGSRS, Brazil; Demori, R., Chemistry Institute, Federal University of Rio Grande do Sul, UFRGSRS, Brazil; Leão, R.M., Faculty of Technology, University of Brasília, Federal District, Brasília, Brazil; Crescente Frankenberg, C.L., Pontifical Catholic University of Rio Grande do Sul, PUCRSRS, Brazil; Campomanes Santana, R.M., PPGE3M-LAPOL, Federal University of Rio Grande do Sul, UFRGSRS, Brazil"
"do Ó J.M., He X., Mishra P.K.","Fractional Kirchhoff problem with critical indefinite nonlinearity",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058121976&doi=10.1002%2fmana.201800044&partnerID=40&md5=bde2159b1d3bc326e89b73e09493f405","Department of Mathematics, University of Brasília, Brasília, –DF  70910-900, Brazil; Department of Mathematics, College of Science, Minzu University of China, Beijing, 100081, China; Department of Mathematics, Federal University of Paraíba, João Pessoa, -PB  58051-900, Brazil","do Ó, J.M., Department of Mathematics, University of Brasília, Brasília, –DF  70910-900, Brazil; He, X., Department of Mathematics, College of Science, Minzu University of China, Beijing, 100081, China; Mishra, P.K., Department of Mathematics, Federal University of Paraíba, João Pessoa, -PB  58051-900, Brazil"
"Lima H.M., Pimentel M.M., de Lira Santos L.C.M., Dantas E.L.","Isotopic and geochemical characterization of the metavolcano-sedimentary rocks of the Jirau do Ponciano Dome: A structural window to a Paleoproterozoic continental arc. root within the Southern Borborema province, Northeast Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058045039&doi=10.1016%2fj.jsames.2018.12.002&partnerID=40&md5=50b9d283caf296a9dc640d29ef690481","Universidade Federal do Ceará, Campus do Pici, 912, Fortaleza, Ceará  60440-554, Brazil; Programa de Pós-graduação em Geologia, Universidade de Brasília, Campus Universitário Darcy Ribeiro ICC, Asa Central, Brasília, DF  70919-970, Brazil; Universidade Federal de Pernambuco, Departamento de Geologia, Av. da Arquitetura, Cidade Universitária, Recife, PE  50740-540, Brazil","Lima, H.M., Universidade Federal do Ceará, Campus do Pici, 912, Fortaleza, Ceará  60440-554, Brazil; Pimentel, M.M., Programa de Pós-graduação em Geologia, Universidade de Brasília, Campus Universitário Darcy Ribeiro ICC, Asa Central, Brasília, DF  70919-970, Brazil; de Lira Santos, L.C.M., Universidade Federal de Pernambuco, Departamento de Geologia, Av. da Arquitetura, Cidade Universitária, Recife, PE  50740-540, Brazil; Dantas, E.L., Programa de Pós-graduação em Geologia, Universidade de Brasília, Campus Universitário Darcy Ribeiro ICC, Asa Central, Brasília, DF  70919-970, Brazil"
